# clock	walking	resting	collected_food	energy
2383	9	11	34	-1316
2384	9	11	34	-1325
2385	9	11	34	-1334
2386	9	11	34	-1343
2387	9	11	34	-1352
2388	9	11	34	-1361
2389	9	11	34	-1370
2390	9	11	34	-1379
2391	9	11	34	-1388
2392	9	11	34	-1397
2393	9	11	34	-1406
2394	9	11	34	-1415
2395	9	11	34	-1424
2396	10	10	34	-1434
2397	10	10	34	-1444
2398	10	10	34	-1454
2399	10	10	34	-1464
2400	10	10	34	-1474
2401	10	10	34	-1484
2402	10	10	34	-1494
2403	10	10	34	-1504
2404	10	10	34	-1514
2405	10	10	34	-1524
2406	10	10	34	-1534
2407	10	10	34	-1544
2408	10	10	34	-1554
2409	10	10	34	-1564
2410	10	10	34	-1574
2411	10	10	34	-1584
2412	10	10	34	-1594
2413	10	10	34	-1604
2414	10	10	34	-1614
2415	10	10	34	-1624
2416	9	11	34	-1633
2417	9	11	34	-1642
2418	9	11	34	-1651
2419	9	11	34	-1660
2420	9	11	34	-1669
2421	9	11	34	-1678
2422	9	11	34	-1687
2423	9	11	34	-1696
2424	9	11	34	-1705
2425	9	11	34	-1714
2426	9	11	34	-1723
2427	9	11	34	-1732
2428	9	11	34	-1741
2429	9	11	34	-1750
2430	9	11	34	-1759
2431	10	10	34	-1769
2432	10	10	34	-1779
2433	10	10	34	-1789
2434	10	10	34	-1799
2435	10	10	34	-1809
2436	10	10	34	-1819
2437	10	10	34	-1829
2438	10	10	34	-1839
2439	10	10	34	-1849
2440	10	10	34	-1859
2441	10	10	34	-1869
2442	10	10	34	-1879
2443	10	10	34	-1889
2444	10	10	34	-1899
2445	10	10	34	-1909
2446	10	10	34	-1919
2447	11	9	34	-1930
2448	11	9	34	-1941
2449	11	9	34	-1952
2450	11	9	34	-1963
2451	11	9	34	-1974
2452	11	9	34	-1985
2453	11	9	34	-1996
2454	11	9	34	-2007
2455	11	9	34	-2018
2456	11	9	34	-2029
2457	11	9	34	-2040
2458	11	9	34	-2051
2459	11	9	34	-2062
2460	11	9	34	-2073
2461	11	9	34	-2084
2462	11	9	34	-2095
2463	11	9	34	-2106
2464	12	8	34	-2118
2465	12	8	34	-2130
2466	12	8	34	-2142
2467	12	8	34	-2154
2468	12	8	34	-2166
2469	12	8	34	-2178
2470	12	8	34	-2190
2471	12	8	34	-2202
2472	12	8	34	-2214
2473	12	8	34	-2226
2474	12	8	35	-1238
2475	12	8	35	-1250
2476	12	8	35	-1262
2477	12	8	35	-1274
2478	12	8	35	-1286
2479	13	7	35	-1299
2480	13	7	35	-1312
2481	13	7	35	-1325
2482	13	7	35	-1338
2483	13	7	35	-1351
2484	13	7	35	-1364
2485	13	7	35	-1377
2486	13	7	35	-1390
2487	13	7	35	-1403
2488	13	7	35	-1416
2489	13	7	35	-1429
2490	13	7	35	-1442
2491	13	7	35	-1455
2492	13	7	35	-1468
2493	13	7	35	-1481
2494	14	6	35	-1495
2495	14	6	35	-1509
2496	14	6	35	-1523
2497	14	6	35	-1537
2498	14	6	35	-1551
2499	14	6	35	-1565
2500	14	6	35	-1579
2501	14	6	35	-1593
2502	14	6	35	-1607
2503	14	6	35	-1621
2504	14	6	35	-1635
2505	14	6	35	-1649
2506	14	6	35	-1663
2507	14	6	35	-1677
2508	14	6	35	-1691
2509	14	6	35	-1705
2510	14	6	35	-1719
2511	14	6	35	-1733
2512	14	6	35	-1747
2513	14	6	35	-1761
2514	14	6	35	-1775
2515	14	6	35	-1789
2516	14	6	35	-1803
2517	14	6	35	-1817
2518	14	6	35	-1831
2519	14	6	35	-1845
2520	14	6	35	-1859
2521	14	6	35	-1873
2522	14	6	35	-1887
2523	14	6	35	-1901
2524	14	6	35	-1915
2525	14	6	35	-1929
2526	14	6	35	-1943
2527	14	6	35	-1957
2528	14	6	35	-1971
2529	14	6	35	-1985
2530	14	6	35	-1999
2531	14	6	35	-2013
2532	14	6	35	-2027
2533	14	6	35	-2041
2534	14	6	35	-2055
2535	14	6	35	-2069
2536	14	6	35	-2083
2537	14	6	35	-2097
2538	14	6	35	-2111
2539	13	7	35	-2124
2540	13	7	35	-2137
2541	13	7	35	-2150
2542	13	7	35	-2163
2543	13	7	35	-2176
2544	13	7	35	-2189
2545	13	7	35	-2202
2546	13	7	35	-2215
2547	13	7	35	-2228
2548	13	7	35	-2241
2549	13	7	35	-2254
2550	13	7	35	-2267
2551	13	7	35	-2280
2552	13	7	35	-2293
2553	13	7	35	-2306
2554	13	7	35	-2319
2555	13	7	35	-2332
2556	13	7	35	-2345
2557	13	7	35	-2358
2558	13	7	35	-2371
2559	13	7	35	-2384
2560	14	6	35	-2398
2561	14	6	35	-2412
2562	14	6	35	-2426
2563	14	6	35	-2440
2564	15	5	35	-2455
2565	15	5	35	-2470
2566	15	5	35	-2485
2567	15	5	35	-2500
2568	15	5	35	-2515
2569	15	5	35	-2530
2570	15	5	35	-2545
2571	15	5	35	-2560
2572	15	5	35	-2575
2573	15	5	35	-2590
2574	15	5	35	-2605
2575	15	5	35	-2620
2576	15	5	35	-2635
2577	15	5	35	-2650
2578	15	5	35	-2665
2579	15	5	35	-2680
2580	15	5	35	-2695
2581	15	5	35	-2710
2582	15	5	35	-2725
2583	15	5	35	-2740
2584	15	5	35	-2755
2585	15	5	35	-2770
2586	15	5	35	-2785
2587	15	5	35	-2800
2588	15	5	35	-2815
2589	15	5	35	-2830
2590	15	5	35	-2845
2591	15	5	35	-2860
2592	15	5	35	-2875
2593	15	5	35	-2890
2594	15	5	35	-2905
2595	15	5	35	-2920
2596	15	5	35	-2935
2597	15	5	35	-2950
2598	15	5	35	-2965
2599	15	5	36	-1980
2600	15	5	36	-1995
2601	15	5	36	-2010
2602	15	5	36	-2025
2603	15	5	36	-2040
2604	15	5	36	-2055
2605	15	5	36	-2070
2606	15	5	36	-2085
2607	15	5	36	-2100
2608	15	5	36	-2115
2609	15	5	36	-2130
2610	15	5	36	-2145
2611	15	5	36	-2160
2612	15	5	36	-2175
2613	15	5	36	-2190
2614	15	5	36	-2205
2615	15	5	36	-2220
2616	15	5	36	-2235
2617	15	5	36	-2250
2618	15	5	36	-2265
2619	15	5	36	-2280
2620	14	6	36	-2294
2621	14	6	36	-2308
2622	14	6	36	-2322
2623	14	6	36	-2336
2624	14	6	36	-2350
2625	14	6	36	-2364
2626	14	6	36	-2378
2627	14	6	36	-2392
2628	14	6	36	-2406
2629	14	6	36	-2420
2630	14	6	36	-2434
2631	14	6	36	-2448
2632	14	6	36	-2462
2633	14	6	36	-2476
2634	14	6	36	-2490
2635	14	6	36	-2504
2636	14	6	36	-2518
2637	14	6	36	-2532
2638	14	6	36	-2546
2639	14	6	36	-2560
2640	14	6	36	-2574
2641	14	6	36	-2588
2642	14	6	36	-2602
2643	14	6	36	-2616
2644	14	6	36	-2630
2645	14	6	36	-2644
2646	14	6	36	-2658
2647	14	6	36	-2672
2648	14	6	36	-2686
2649	14	6	36	-2700
2650	14	6	36	-2714
2651	14	6	36	-2728
2652	14	6	36	-2742
2653	14	6	36	-2756
2654	14	6	36	-2770
2655	14	6	36	-2784
2656	14	6	36	-2798
2657	14	6	36	-2812
2658	13	7	36	-2825
2659	13	7	36	-2838
2660	13	7	36	-2851
2661	13	7	36	-2864
2662	13	7	36	-2877
2663	13	7	36	-2890
2664	13	7	36	-2903
2665	13	7	36	-2916
2666	13	7	36	-2929
2667	13	7	36	-2942
2668	13	7	36	-2955
2669	13	7	36	-2968
2670	13	7	36	-2981
2671	13	7	36	-2994
2672	13	7	36	-3007
2673	13	7	36	-3020
2674	13	7	36	-3033
2675	13	7	36	-3046
2676	13	7	36	-3059
2677	13	7	36	-3072
2678	13	7	36	-3085
2679	13	7	36	-3098
2680	13	7	36	-3111
2681	13	7	36	-3124
2682	13	7	36	-3137
2683	13	7	36	-3150
2684	13	7	36	-3163
2685	13	7	36	-3176
2686	13	7	36	-3189
2687	13	7	36	-3202
2688	13	7	36	-3215
2689	13	7	36	-3228
2690	13	7	36	-3241
2691	13	7	36	-3254
2692	13	7	36	-3267
2693	13	7	37	-2280
2694	13	7	37	-2293
2695	13	7	37	-2306
2696	13	7	37	-2319
2697	13	7	37	-2332
2698	13	7	37	-2345
2699	13	7	37	-2358
2700	13	7	37	-2371
2701	13	7	37	-2384
2702	13	7	37	-2397
2703	13	7	37	-2410
2704	13	7	37	-2423
2705	13	7	37	-2436
2706	13	7	37	-2449
2707	13	7	37	-2462
2708	13	7	37	-2475
2709	13	7	37	-2488
2710	13	7	37	-2501
2711	13	7	37	-2514
2712	13	7	37	-2527
2713	13	7	37	-2540
2714	13	7	37	-2553
2715	13	7	37	-2566
2716	13	7	37	-2579
2717	13	7	37	-2592
2718	13	7	37	-2605
2719	13	7	37	-2618
2720	13	7	37	-2631
2721	13	7	37	-2644
2722	13	7	37	-2657
2723	13	7	37	-2670
2724	13	7	37	-2683
2725	13	7	37	-2696
2726	13	7	37	-2709
2727	13	7	37	-2722
2728	13	7	37	-2735
2729	13	7	37	-2748
2730	13	7	37	-2761
2731	13	7	37	-2774
2732	13	7	37	-2787
2733	13	7	37	-2800
2734	13	7	37	-2813
2735	13	7	37	-2826
2736	13	7	37	-2839
2737	13	7	37	-2852
2738	13	7	37	-2865
2739	13	7	37	-2878
2740	13	7	37	-2891
2741	13	7	37	-2904
2742	13	7	37	-2917
2743	13	7	37	-2930
2744	13	7	37	-2943
2745	13	7	37	-2956
2746	13	7	37	-2969
2747	13	7	37	-2982
2748	13	7	37	-2995
2749	13	7	37	-3008
2750	13	7	37	-3021
2751	13	7	37	-3034
2752	12	8	37	-3046
2753	12	8	37	-3058
2754	12	8	37	-3070
2755	12	8	37	-3082
2756	12	8	37	-3094
2757	13	7	37	-3107
2758	13	7	37	-3120
2759	13	7	37	-3133
2760	13	7	37	-3146
2761	13	7	37	-3159
2762	13	7	37	-3172
2763	13	7	37	-3185
2764	13	7	37	-3198
2765	13	7	37	-3211
2766	13	7	37	-3224
2767	13	7	37	-3237
2768	13	7	37	-3250
2769	13	7	37	-3263
2770	13	7	37	-3276
2771	13	7	37	-3289
2772	13	7	37	-3302
2773	13	7	37	-3315
2774	13	7	37	-3328
2775	13	7	37	-3341
2776	14	6	37	-3355
2777	14	6	37	-3369
2778	14	6	37	-3383
2779	14	6	37	-3397
2780	14	6	37	-3411
2781	14	6	37	-3425
2782	14	6	37	-3439
2783	14	6	37	-3453
2784	14	6	37	-3467
2785	14	6	37	-3481
2786	14	6	37	-3495
2787	14	6	37	-3509
2788	14	6	37	-3523
2789	14	6	37	-3537
2790	14	6	37	-3551
2791	14	6	37	-3565
2792	14	6	37	-3579
2793	14	6	37	-3593
2794	14	6	39	-1607
2795	14	6	39	-1621
2796	14	6	39	-1635
2797	14	6	39	-1649
2798	14	6	39	-1663
2799	14	6	39	-1677
2800	14	6	39	-1691
2801	14	6	39	-1705
2802	14	6	39	-1719
2803	14	6	39	-1733
2804	14	6	39	-1747
2805	14	6	39	-1761
2806	14	6	39	-1775
2807	15	5	39	-1790
2808	15	5	39	-1805
2809	15	5	39	-1820
2810	15	5	39	-1835
2811	15	5	39	-1850
2812	15	5	39	-1865
2813	15	5	39	-1880
2814	15	5	39	-1895
2815	15	5	39	-1910
2816	15	5	39	-1925
2817	15	5	39	-1940
2818	15	5	39	-1955
2819	15	5	39	-1970
2820	15	5	39	-1985
2821	15	5	39	-2000
2822	15	5	39	-2015
2823	16	4	39	-2031
2824	16	4	39	-2047
2825	16	4	39	-2063
2826	16	4	39	-2079
2827	16	4	39	-2095
2828	16	4	39	-2111
2829	16	4	39	-2127
2830	16	4	39	-2143
2831	16	4	39	-2159
2832	16	4	39	-2175
2833	16	4	39	-2191
2834	16	4	39	-2207
2835	16	4	39	-2223
2836	16	4	39	-2239
2837	16	4	39	-2255
2838	17	3	39	-2272
2839	17	3	39	-2289
2840	17	3	39	-2306
2841	17	3	39	-2323
2842	17	3	39	-2340
2843	17	3	39	-2357
2844	17	3	39	-2374
2845	17	3	39	-2391
2846	17	3	39	-2408
2847	17	3	39	-2425
2848	17	3	39	-2442
2849	17	3	39	-2459
2850	17	3	39	-2476
2851	17	3	39	-2493
2852	17	3	39	-2510
2853	15	5	39	-2525
2854	15	5	39	-2540
2855	15	5	39	-2555
2856	15	5	39	-2570
2857	15	5	39	-2585
2858	15	5	39	-2600
2859	15	5	39	-2615
2860	15	5	40	-1630
2861	15	5	40	-1645
2862	15	5	40	-1660
2863	15	5	40	-1675
2864	15	5	40	-1690
2865	15	5	40	-1705
2866	15	5	40	-1720
2867	15	5	40	-1735
2868	15	5	40	-1750
2869	15	5	40	-1765
2870	16	4	40	-1781
2871	16	4	40	-1797
2872	16	4	40	-1813
2873	16	4	40	-1829
2874	16	4	40	-1845
2875	16	4	40	-1861
2876	16	4	40	-1877
2877	16	4	40	-1893
2878	16	4	40	-1909
2879	16	4	40	-1925
2880	16	4	40	-1941
2881	16	4	40	-1957
2882	16	4	40	-1973
2883	16	4	40	-1989
2884	16	4	40	-2005
2885	16	4	40	-2021
2886	16	4	40	-2037
2887	16	4	40	-2053
2888	16	4	40	-2069
2889	16	4	40	-2085
2890	16	4	40	-2101
2891	16	4	40	-2117
2892	17	3	40	-2134
2893	17	3	40	-2151
2894	17	3	40	-2168
2895	17	3	40	-2185
2896	17	3	40	-2202
2897	17	3	40	-2219
2898	17	3	40	-2236
2899	17	3	40	-2253
2900	17	3	40	-2270
2901	17	3	40	-2287
2902	17	3	41	-1304
2903	17	3	41	-1321
2904	17	3	41	-1338
2905	17	3	41	-1355
2906	17	3	41	-1372
2907	17	3	41	-1389
2908	17	3	41	-1406
2909	17	3	41	-1423
2910	17	3	41	-1440
2911	17	3	41	-1457
2912	17	3	41	-1474
2913	17	3	41	-1491
2914	17	3	41	-1508
2915	17	3	41	-1525
2916	17	3	41	-1542
2917	17	3	41	-1559
2918	16	4	41	-1575
2919	16	4	41	-1591
2920	16	4	41	-1607
2921	16	4	41	-1623
2922	16	4	41	-1639
2923	16	4	41	-1655
2924	16	4	41	-1671
2925	16	4	41	-1687
2926	16	4	41	-1703
2927	16	4	41	-1719
2928	16	4	41	-1735
2929	16	4	41	-1751
2930	16	4	41	-1767
2931	16	4	41	-1783
2932	16	4	41	-1799
2933	16	4	41	-1815
2934	16	4	41	-1831
2935	16	4	41	-1847
2936	16	4	41	-1863
2937	16	4	41	-1879
2938	16	4	41	-1895
2939	16	4	41	-1911
2940	16	4	41	-1927
2941	16	4	41	-1943
2942	16	4	41	-1959
2943	16	4	41	-1975
2944	16	4	41	-1991
2945	16	4	41	-2007
2946	16	4	41	-2023
2947	16	4	41	-2039
2948	16	4	41	-2055
2949	16	4	41	-2071
2950	16	4	41	-2087
2951	16	4	41	-2103
2952	16	4	41	-2119
2953	16	4	41	-2135
2954	16	4	41	-2151
2955	16	4	41	-2167
2956	16	4	41	-2183
2957	16	4	41	-2199
2958	16	4	41	-2215
2959	16	4	41	-2231
2960	15	5	41	-2246
2961	15	5	41	-2261
2962	15	5	41	-2276
2963	15	5	41	-2291
2964	15	5	41	-2306
2965	15	5	41	-2321
2966	15	5	41	-2336
2967	15	5	41	-2351
2968	15	5	41	-2366
2969	15	5	41	-2381
2970	15	5	41	-2396
2971	16	4	41	-2412
2972	16	4	41	-2428
2973	16	4	41	-2444
2974	16	4	41	-2460
2975	16	4	41	-2476
2976	16	4	41	-2492
2977	16	4	41	-2508
2978	16	4	41	-2524
2979	16	4	41	-2540
2980	16	4	41	-2556
2981	16	4	41	-2572
2982	16	4	41	-2588
2983	16	4	41	-2604
2984	16	4	41	-2620
2985	16	4	41	-2636
2986	16	4	41	-2652
2987	16	4	41	-2668
2988	16	4	41	-2684
2989	16	4	41	-2700
2990	16	4	41	-2716
2991	16	4	41	-2732
2992	16	4	41	-2748
2993	16	4	41	-2764
2994	16	4	41	-2780
2995	16	4	41	-2796
2996	16	4	41	-2812
2997	16	4	41	-2828
2998	16	4	41	-2844
2999	16	4	41	-2860
3000	16	4	41	-2876
3001	16	4	41	-2892
3002	16	4	41	-2908
3003	16	4	41	-2924
3004	16	4	41	-2940
3005	16	4	41	-2956
3006	16	4	41	-2972
3007	16	4	41	-2988
3008	16	4	41	-3004
3009	16	4	41	-3020
3010	16	4	41	-3036
3011	16	4	41	-3052
3012	16	4	41	-3068
3013	16	4	41	-3084
3014	16	4	41	-3100
3015	16	4	41	-3116
3016	16	4	41	-3132
3017	16	4	41	-3148
3018	16	4	41	-3164
3019	16	4	41	-3180
3020	15	5	41	-3195
3021	16	4	41	-3211
3022	16	4	41	-3227
3023	16	4	41	-3243
3024	16	4	41	-3259
3025	17	3	41	-3276
3026	17	3	41	-3293
3027	17	3	41	-3310
3028	17	3	41	-3327
3029	17	3	41	-3344
3030	17	3	41	-3361
3031	17	3	41	-3378
3032	17	3	41	-3395
3033	17	3	41	-3412
3034	17	3	41	-3429
3035	17	3	41	-3446
3036	17	3	41	-3463
3037	17	3	41	-3480
3038	17	3	41	-3497
3039	18	2	41	-3515
3040	18	2	41	-3533
3041	18	2	41	-3551
3042	18	2	41	-3569
3043	18	2	41	-3587
3044	18	2	41	-3605
3045	18	2	41	-3623
3046	18	2	41	-3641
3047	18	2	41	-3659
3048	18	2	41	-3677
3049	18	2	41	-3695
3050	18	2	41	-3713
3051	18	2	41	-3731
3052	18	2	41	-3749
3053	18	2	41	-3767
3054	18	2	41	-3785
3055	18	2	41	-3803
3056	18	2	41	-3821
3057	18	2	41	-3839
3058	18	2	41	-3857
3059	18	2	41	-3875
3060	18	2	41	-3893
3061	18	2	41	-3911
3062	18	2	41	-3929
3063	18	2	41	-3947
3064	18	2	41	-3965
3065	18	2	41	-3983
3066	18	2	41	-4001
3067	18	2	41	-4019
3068	18	2	41	-4037
3069	18	2	41	-4055
3070	18	2	41	-4073
3071	18	2	41	-4091
3072	18	2	41	-4109
3073	18	2	41	-4127
3074	18	2	41	-4145
3075	18	2	41	-4163
3076	18	2	41	-4181
3077	18	2	41	-4199
3078	18	2	41	-4217
3079	18	2	41	-4235
3080	18	2	41	-4253
3081	18	2	41	-4271
3082	18	2	41	-4289
3083	17	3	41	-4306
3084	17	3	41	-4323
3085	17	3	41	-4340
3086	17	3	41	-4357
3087	17	3	41	-4374
3088	17	3	41	-4391
3089	17	3	41	-4408
3090	17	3	41	-4425
3091	17	3	41	-4442
3092	17	3	41	-4459
3093	17	3	41	-4476
3094	17	3	41	-4493
3095	17	3	41	-4510
3096	17	3	41	-4527
3097	17	3	41	-4544
3098	17	3	41	-4561
3099	17	3	41	-4578
3100	17	3	41	-4595
3101	17	3	41	-4612
3102	17	3	41	-4629
3103	17	3	41	-4646
3104	17	3	41	-4663
3105	17	3	41	-4680
3106	17	3	41	-4697
3107	17	3	41	-4714
3108	17	3	41	-4731
3109	17	3	42	-3748
3110	17	3	42	-3765
3111	17	3	42	-3782
3112	17	3	42	-3799
3113	17	3	42	-3816
3114	17	3	42	-3833
3115	17	3	42	-3850
3116	17	3	42	-3867
3117	17	3	42	-3884
3118	17	3	42	-3901
3119	17	3	42	-3918
3120	17	3	42	-3935
3121	17	3	42	-3952
3122	17	3	42	-3969
3123	17	3	42	-3986
3124	17	3	42	-4003
3125	17	3	42	-4020
3126	17	3	42	-4037
3127	17	3	42	-4054
3128	17	3	42	-4071
3129	17	3	42	-4088
3130	17	3	42	-4105
3131	17	3	42	-4122
3132	17	3	42	-4139
3133	17	3	42	-4156
3134	17	3	42	-4173
3135	17	3	42	-4190
3136	17	3	42	-4207
3137	17	3	42	-4224
3138	17	3	42	-4241
3139	17	3	42	-4258
3140	17	3	42	-4275
3141	17	3	42	-4292
3142	17	3	42	-4309
3143	17	3	42	-4326
3144	17	3	42	-4343
3145	17	3	42	-4360
3146	17	3	42	-4377
3147	17	3	43	-3394
3148	17	3	43	-3411
3149	17	3	43	-3428
3150	17	3	43	-3445
3151	17	3	43	-3462
3152	17	3	43	-3479
3153	17	3	43	-3496
3154	17	3	43	-3513
3155	17	3	43	-3530
3156	17	3	43	-3547
3157	17	3	43	-3564
3158	17	3	43	-3581
3159	17	3	43	-3598
3160	17	3	43	-3615
3161	17	3	43	-3632
3162	17	3	43	-3649
3163	17	3	43	-3666
3164	17	3	43	-3683
3165	17	3	43	-3700
3166	17	3	43	-3717
3167	17	3	43	-3734
3168	16	4	43	-3750
3169	16	4	43	-3766
3170	16	4	43	-3782
3171	16	4	43	-3798
3172	16	4	43	-3814
3173	16	4	43	-3830
3174	16	4	43	-3846
3175	16	4	43	-3862
3176	16	4	43	-3878
3177	16	4	43	-3894
3178	16	4	43	-3910
3179	16	4	43	-3926
3180	16	4	43	-3942
3181	16	4	43	-3958
3182	16	4	43	-3974
3183	16	4	43	-3990
3184	16	4	43	-4006
3185	16	4	43	-4022
3186	16	4	43	-4038
3187	16	4	43	-4054
3188	16	4	43	-4070
3189	16	4	43	-4086
3190	16	4	43	-4102
3191	16	4	43	-4118
3192	16	4	43	-4134
3193	16	4	43	-4150
3194	16	4	44	-3166
3195	16	4	44	-3182
3196	16	4	44	-3198
3197	16	4	44	-3214
3198	16	4	44	-3230
3199	16	4	44	-3246
3200	16	4	44	-3262
3201	16	4	44	-3278
3202	16	4	44	-3294
3203	16	4	44	-3310
3204	16	4	44	-3326
3205	16	4	44	-3342
3206	16	4	44	-3358
3207	16	4	44	-3374
3208	16	4	45	-2390
3209	16	4	45	-2406
3210	16	4	45	-2422
3211	16	4	45	-2438
3212	16	4	45	-2454
3213	16	4	45	-2470
3214	14	6	45	-2484
3215	14	6	45	-2498
3216	14	6	45	-2512
3217	14	6	45	-2526
3218	14	6	45	-2540
3219	14	6	45	-2554
3220	14	6	45	-2568
3221	14	6	45	-2582
3222	14	6	45	-2596
3223	14	6	45	-2610
3224	14	6	45	-2624
3225	14	6	45	-2638
3226	14	6	45	-2652
3227	14	6	45	-2666
3228	14	6	45	-2680
3229	14	6	45	-2694
3230	14	6	45	-2708
3231	15	5	45	-2723
3232	15	5	45	-2738
3233	15	5	45	-2753
3234	15	5	45	-2768
3235	15	5	45	-2783
3236	15	5	45	-2798
3237	15	5	45	-2813
3238	15	5	45	-2828
3239	15	5	45	-2843
3240	15	5	45	-2858
3241	15	5	45	-2873
3242	15	5	45	-2888
3243	15	5	45	-2903
3244	15	5	45	-2918
3245	15	5	45	-2933
3246	15	5	45	-2948
3247	15	5	45	-2963
3248	15	5	45	-2978
3249	15	5	45	-2993
3250	15	5	45	-3008
3251	15	5	45	-3023
3252	14	6	45	-3037
3253	14	6	45	-3051
3254	14	6	45	-3065
3255	14	6	45	-3079
3256	14	6	45	-3093
3257	14	6	45	-3107
3258	14	6	45	-3121
3259	14	6	45	-3135
3260	14	6	45	-3149
3261	14	6	45	-3163
3262	14	6	45	-3177
3263	14	6	45	-3191
3264	14	6	45	-3205
3265	14	6	45	-3219
3266	13	7	45	-3232
3267	13	7	45	-3245
3268	13	7	45	-3258
3269	13	7	45	-3271
3270	13	7	45	-3284
3271	13	7	45	-3297
3272	13	7	45	-3310
3273	13	7	45	-3323
3274	13	7	45	-3336
3275	13	7	45	-3349
3276	13	7	45	-3362
3277	13	7	45	-3375
3278	13	7	45	-3388
3279	13	7	45	-3401
3280	13	7	45	-3414
3281	13	7	45	-3427
3282	13	7	45	-3440
3283	13	7	45	-3453
3284	13	7	45	-3466
3285	13	7	45	-3479
3286	13	7	45	-3492
3287	13	7	45	-3505
3288	13	7	45	-3518
3289	13	7	45	-3531
3290	13	7	45	-3544
3291	13	7	45	-3557
3292	13	7	45	-3570
3293	13	7	45	-3583
3294	13	7	45	-3596
3295	13	7	45	-3609
3296	13	7	45	-3622
3297	13	7	45	-3635
3298	13	7	45	-3648
3299	13	7	45	-3661
3300	13	7	45	-3674
3301	13	7	45	-3687
3302	13	7	46	-2700
3303	13	7	46	-2713
3304	13	7	46	-2726
3305	13	7	46	-2739
3306	13	7	46	-2752
3307	13	7	46	-2765
3308	13	7	46	-2778
3309	13	7	46	-2791
3310	13	7	46	-2804
3311	13	7	46	-2817
3312	13	7	47	-1830
3313	13	7	47	-1843
3314	13	7	47	-1856
3315	13	7	47	-1869
3316	13	7	47	-1882
3317	13	7	47	-1895
3318	13	7	47	-1908
3319	13	7	47	-1921
3320	13	7	47	-1934
3321	13	7	47	-1947
3322	13	7	47	-1960
3323	13	7	47	-1973
3324	13	7	47	-1986
3325	13	7	47	-1999
3326	13	7	47	-2012
3327	13	7	47	-2025
3328	13	7	47	-2038
3329	13	7	47	-2051
3330	13	7	47	-2064
3331	13	7	47	-2077
3332	13	7	47	-2090
3333	13	7	47	-2103
3334	13	7	47	-2116
3335	13	7	47	-2129
3336	13	7	47	-2142
3337	13	7	47	-2155
3338	13	7	47	-2168
3339	13	7	47	-2181
3340	13	7	47	-2194
3341	13	7	47	-2207
3342	13	7	47	-2220
3343	13	7	47	-2233
3344	13	7	47	-2246
3345	13	7	47	-2259
3346	13	7	47	-2272
3347	13	7	47	-2285
3348	13	7	47	-2298
3349	13	7	47	-2311
3350	13	7	47	-2324
3351	13	7	47	-2337
3352	13	7	47	-2350
3353	13	7	47	-2363
3354	13	7	47	-2376
3355	13	7	47	-2389
3356	13	7	47	-2402
3357	13	7	47	-2415
3358	13	7	47	-2428
3359	13	7	47	-2441
3360	13	7	47	-2454
3361	13	7	47	-2467
3362	13	7	47	-2480
3363	13	7	47	-2493
3364	13	7	47	-2506
3365	12	8	47	-2518
3366	12	8	47	-2530
3367	12	8	47	-2542
3368	12	8	47	-2554
3369	12	8	47	-2566
3370	12	8	47	-2578
3371	11	9	47	-2589
3372	11	9	47	-2600
3373	11	9	47	-2611
3374	11	9	47	-2622
3375	11	9	47	-2633
3376	11	9	47	-2644
3377	11	9	47	-2655
3378	11	9	47	-2666
3379	11	9	47	-2677
3380	11	9	47	-2688
3381	11	9	47	-2699
3382	11	9	47	-2710
3383	11	9	47	-2721
3384	11	9	47	-2732
3385	11	9	47	-2743
3386	11	9	47	-2754
3387	11	9	47	-2765
3388	11	9	47	-2776
3389	11	9	47	-2787
3390	12	8	47	-2799
3391	13	7	47	-2812
3392	13	7	47	-2825
3393	13	7	47	-2838
3394	13	7	47	-2851
3395	13	7	47	-2864
3396	13	7	47	-2877
3397	13	7	47	-2890
3398	13	7	47	-2903
3399	13	7	47	-2916
3400	13	7	47	-2929
3401	13	7	47	-2942
3402	13	7	47	-2955
3403	13	7	47	-2968
3404	13	7	47	-2981
3405	13	7	47	-2994
3406	13	7	48	-2007
3407	13	7	48	-2020
3408	13	7	48	-2033
3409	13	7	48	-2046
3410	13	7	48	-2059
3411	13	7	48	-2072
3412	13	7	48	-2085
3413	13	7	48	-2098
3414	13	7	48	-2111
3415	13	7	48	-2124
3416	12	8	48	-2136
3417	12	8	48	-2148
3418	12	8	48	-2160
3419	12	8	48	-2172
3420	12	8	48	-2184
3421	12	8	48	-2196
3422	12	8	48	-2208
3423	12	8	48	-2220
3424	12	8	48	-2232
3425	12	8	48	-2244
3426	12	8	48	-2256
3427	12	8	48	-2268
3428	12	8	48	-2280
3429	12	8	48	-2292
3430	12	8	48	-2304
3431	12	8	48	-2316
3432	12	8	48	-2328
3433	12	8	48	-2340
3434	12	8	48	-2352
3435	12	8	48	-2364
3436	12	8	48	-2376
3437	13	7	48	-2389
3438	13	7	48	-2402
3439	13	7	48	-2415
3440	13	7	48	-2428
3441	13	7	48	-2441
3442	13	7	48	-2454
3443	13	7	48	-2467
3444	13	7	48	-2480
3445	13	7	48	-2493
3446	13	7	48	-2506
3447	13	7	48	-2519
3448	13	7	48	-2532
3449	13	7	48	-2545
3450	13	7	48	-2558
3451	13	7	48	-2571
3452	13	7	48	-2584
3453	13	7	48	-2597
3454	13	7	48	-2610
3455	13	7	48	-2623
3456	13	7	48	-2636
3457	13	7	48	-2649
